# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "example_data/genome/mm10_chr19/gencode.vM25.primary_assembly.annotation.ch19.gtf" "-o" "feature_count/counts.s2.strict.txt" "-T" "4" "-g" "gene_id" "-Q" "20" "--minOverlap" "1" "--fracOverlap" "0" "-p" "-B" "-C" "-s" "2" "mapped_reads/KO_D0_1_S2.bam" "mapped_reads/KO_D0_2_S8.bam" "mapped_reads/KO_D2_1_S4.bam" "mapped_reads/KO_D2_2_S10.bam" "mapped_reads/KO_D8_1_S6.bam" "mapped_reads/KO_D8_2_S12.bam" "mapped_reads/WT_D0_1_S1.bam" "mapped_reads/WT_D0_2_S7.bam" "mapped_reads/WT_D2_1_S3.bam" "mapped_reads/WT_D2_2_S9.bam" "mapped_reads/WT_D8_1_S5.bam" "mapped_reads/WT_D8_2_S11.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped_reads/KO_D0_1_S2.bam	mapped_reads/KO_D0_2_S8.bam	mapped_reads/KO_D2_1_S4.bam	mapped_reads/KO_D2_2_S10.bam	mapped_reads/KO_D8_1_S6.bam	mapped_reads/KO_D8_2_S12.bam	mapped_reads/WT_D0_1_S1.bam	mapped_reads/WT_D0_2_S7.bam	mapped_reads/WT_D2_1_S3.bam	mapped_reads/WT_D2_2_S9.bam	mapped_reads/WT_D8_1_S5.bam	mapped_reads/WT_D8_2_S11.bam
ENSMUSG00000094732.2	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	20324856;20324856;20324873;20324885;20324889;20325023;20405286;20405288;20405304;20405311;20411252;20411270;20417194;20417194;20417205;20417205;20417213;20417231;20419986;20419986;20419986;20419986;20419986;20419986;20419986;20419986;20419986;20419986;20419986;20419986;20421076;20421076;20421076;20421076;20421076;20421076;20421076;20421076;20421076;20421076;20421076;20421076;20421076;20421076;20421076;20421076;20422259;20422259;20422259;20422259;20422259;20422259;20422259;20422259;20422259;20422259;20422259;20422259;20422259;20422259;20422259;20422259;20422365;20422630;20422630;20422630;20422630;20422630;20422630;20422630;20422630;20422630;20422630;20422630;20422630;20422630;20422630;20422630;20433885;20433896;20436070;20436070;20436070;20436070;20436070;20436070;20436070;20436070;20436070;20436292;20436292;20436292;20436292;20436292;20436292;20436292;20436292;20436292;20436292;20436292;20438589;20440539;20440539;20440539;20440539;20440539;20440539;20444726;20444726;20444726;20444726;20444726;20444726	20324952;20324952;20324952;20324952;20324952;20325072;20405350;20405350;20405350;20405350;20411315;20411315;20417322;20417322;20417322;20417322;20417322;20417322;20420118;20420118;20420118;20420118;20420118;20420118;20420118;20420118;20420118;20420118;20420118;20420118;20421263;20421263;20421263;20421263;20421263;20421263;20421263;20421263;20421263;20421263;20421263;20421263;20421263;20421263;20421263;20421263;20422506;20422506;20422506;20422506;20422785;20422506;20422506;20422506;20422506;20422787;20422506;20422506;20422506;20422506;20422506;20422506;20422506;20422779;20422721;20422721;20422721;20422721;20422721;20422721;20422798;20422798;20422721;20422721;20422721;20422721;20422721;20422721;20434130;20434130;20436143;20436143;20436143;20436143;20436143;20436143;20436143;20436143;20436143;20436513;20436513;20436437;20436513;20436513;20436513;20436437;20436513;20436437;20436513;20436513;20438978;20440923;20440925;20440716;20440729;20440716;20440923;20444881;20444883;20444881;20444883;20444883;20444883	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2743	0	0	1	2	0	0	0	0	0	2	0	0
ENSMUSG00000024659.15	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	20373428;20373428;20373430;20373556;20375225;20375225;20375225;20375225;20376462;20376652;20376652;20376652;20377607;20377607;20377607;20377680;20377680;20378118;20378396;20378396;20378396;20378396;20378396;20379649;20379649;20379649;20379649;20379649;20379659;20380340;20380340;20380340;20380340;20380340;20382050;20382050;20382050;20382050;20382050;20382862;20382862;20382862;20382862;20383757;20383757;20383757;20383757;20384475;20384475;20384475;20384475;20384693;20384693;20384693;20384693;20388475;20390612;20390612;20390612;20390612	20373770;20373770;20373770;20373770;20375587;20375347;20375347;20375347;20376545;20376710;20376710;20376710;20377702;20377702;20377702;20377702;20377702;20378489;20378589;20378489;20378489;20378489;20378489;20379705;20380021;20379705;20379705;20379705;20379705;20380419;20380419;20380419;20380419;20380419;20382140;20382125;20382140;20382140;20382140;20382975;20382975;20382975;20382975;20383851;20383851;20383851;20383851;20384579;20384583;20384583;20384583;20384772;20384772;20384772;20384772;20388693;20390651;20390761;20390944;20390673	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2911	22991	31931	17987	22106	28253	40854	19257	29048	13585	16274	23277	39415
ENSMUSG00000114469.2	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	20410544;20420817;20421129;20424670;20424670;20425769;20426536;20433550;20433550;20434863;20434863;20534527;20538877;20538877;20538877;20540175;20552187	20411758;20421317;20421317;20424822;20424782;20426721;20426721;20433579;20433579;20434905;20434905;20537228;20538947;20538947;20538950;20540288;20552330	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5929	3	7	1	2	6	12	7	13	2	6	6	9
ENSMUSG00000053279.8	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	20492715;20492715;20492732;20492759;20492760;20493395;20493395;20493395;20493395;20493395;20541060;20553099;20553099;20553099;20553099;20555665;20559764;20559764;20565221;20565675;20601961;20601998;20601998;20610913;20610913;20610913;20617880;20617880;20617880;20619969;20619969;20619969;20621669;20621669;20623325;20623325;20624712;20624712;20629054;20629054;20630666;20630666;20634349;20634349;20636668;20636668;20640064;20640064;20642894;20642894	20492821;20492821;20492821;20492821;20492821;20493524;20493524;20493524;20493524;20493524;20541377;20553200;20553200;20553200;20553200;20556410;20559864;20559864;20565418;20566853;20602077;20602077;20602077;20611017;20611017;20611017;20618020;20618020;20618020;20620098;20620071;20620098;20621730;20621730;20623453;20623453;20624825;20624825;20629156;20629156;20630850;20630850;20634513;20634513;20636825;20636825;20640138;20640138;20643462;20643465	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4937	1042	4253	5727	5835	3195	7313	1237	3861	4128	4710	3273	8447
ENSMUSG00000047168.6	chr19	20586073	20586757	-	685	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024747.3	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	20692953;20696336;20699898;20702211;20708150;20709398;20714681;20715921;20717696;20719186;20722278;20726958;20727447	20693535;20696410;20700055;20702375;20708334;20709500;20714794;20716049;20717757;20719315;20722418;20727062;20727562	-;-;-;-;-;-;-;-;-;-;-;-;-	2066	38	29	720	422	826	530	53	29	678	1040	1499	2022
ENSMUSG00000024749.9	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	20783458;20783458;20788704;20789585;20789585;20789792;20789792;20789792;20795516;20795516;20795516;20799000;20799000;20799000;20804599;20804599;20804599;20814460;20814460;20816110;20823978;20824275;20824478;20826506;20827653;20827653;20832351;20832351;20856675;20859005;20868341;20870398;20900786;20906860;20913503;20940905;20954144	20785116;20785116;20789636;20789636;20789636;20789870;20789870;20789870;20795641;20795641;20795641;20799239;20799239;20799239;20804666;20804666;20804666;20814658;20814667;20816238;20824148;20824454;20826700;20826700;20827797;20827797;20832375;20832493;20856773;20859111;20868422;20870488;20900914;20907022;20913550;20941012;20954202	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7190	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000118293.1	chr19;chr19;chr19;chr19;chr19	20922392;20941376;20941865;20945147;20946896	20922564;20941417;20942010;20945191;20947009	+;+;+;+;+	520	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118047.1	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	21104502;21104502;21104710;21104990;21104990;21104993;21106257;21106257;21106406;21106683;21106683	21104752;21104752;21104752;21105114;21105114;21105538;21106458;21106323;21106458;21107157;21107157	+;+;+;+;+;+;+;+;+;+;+	1477	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118086.1	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	21121152;21122943;21124442;21162482;21165231;21165231;21170678;21175030;21186417;21186417;21187091;21187091;21204873;21204873;21208390;21248347	21122287;21123048;21124652;21162979;21165384;21165384;21170841;21175244;21186527;21186527;21187231;21187231;21204993;21204993;21208462;21248451	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3035	1	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000118090.1	chr19;chr19;chr19;chr19	21208477;21209347;21210440;21211358	21208712;21209422;21210480;21211973	+;+;+;+	969	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118044.1	chr19;chr19	21261976;21263107	21262576;21263212	-;-	707	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024750.11	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	21272278;21272687;21273246;21275980;21276040;21276426;21276426;21276426;21276978;21276978;21276978;21277655;21277655;21277655;21279625;21279625;21279625;21279625;21280423;21280423;21280423;21280423;21280423	21272742;21272742;21273342;21277089;21279750;21276585;21276585;21276585;21277089;21277089;21277089;21277758;21277758;21277758;21279750;21279750;21279750;21279750;21280664;21280971;21280433;21282290;21286840	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10751	1695	3054	2225	3140	1891	2153	1555	2907	1842	2620	1665	2410
ENSMUSG00000118342.1	chr19;chr19;chr19	21310376;21310715;21313217	21310586;21310886;21313283	-;-;-	450	0	0	3	0	0	0	0	1	0	0	0	0
ENSMUSG00000058624.13	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	21391307;21393055;21394038;21396033;21396033;21396033;21397507;21397507;21397507;21400559;21400559;21400559;21409872;21409872;21409872;21412498;21412498;21412498;21414814;21414814;21414814;21417000;21417000;21417000;21418725;21419374;21419374;21419374;21422998;21422998;21422998;21422998;21425531;21425531;21425531;21425531;21428479;21428479;21428479;21428479;21434221;21434221;21434221;21434221;21440760;21472368;21472368;21473388	21395258;21395258;21395258;21396060;21396060;21396060;21397637;21397637;21397637;21400705;21400705;21400705;21409939;21409939;21409939;21412595;21412595;21412595;21414921;21414921;21414921;21417107;21417107;21417107;21419401;21419401;21419401;21419401;21423103;21423103;21423103;21423103;21425618;21425618;21425618;21425618;21428650;21428650;21428650;21428650;21434309;21434309;21434309;21434309;21440859;21472588;21472672;21473445	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6235	1408	2456	4169	4779	3307	1886	852	1638	3598	3448	2137	1919
ENSMUSG00000079382.3	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	21552204;21552204;21552204;21552881;21552881;21552881;21552941;21555683;21555683;21555683;21555711;21557533;21557533;21557533	21552293;21552293;21552293;21552992;21552992;21552992;21552992;21555833;21555833;21556741;21555833;21557657;21557867;21557867	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1596	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000035171.9	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	21581202;21590579;21597312;21597701;21598170;21598325;21598551;21598755;21598755;21598755;21598814;21598826;21604289;21610606;21615265;21615403;21619109;21619109;21619109;21630510;21630510;21652607;21652607;21652607;21652607;21652607;21652607;21652607	21581630;21590626;21598334;21598334;21598334;21598868;21598868;21598868;21598868;21598868;21598868;21598868;21604319;21610662;21615445;21615445;21619215;21619215;21619215;21630796;21630768;21652793;21652610;21652917;21652917;21652800;21652728;21652976	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3067	343	237	356	359	376	353	321	231	333	301	297	355
ENSMUSG00000047368.4	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	21653185;21653525;21678353;21678353;21680634;21680868;21680990;21684098;21684098;21684098	21653593;21653593;21678822;21678822;21681047;21681047;21681047;21685637;21685637;21685409	+;+;+;+;+;+;+;+;+;+	2833	590	658	728	1086	648	670	574	805	762	976	556	781
ENSMUSG00000118055.1	chr19	21729270	21729745	+	476	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024754.13	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	21778342;21778344;21778358;21778368;21778388;21780171;21780171;21792638;21792638;21792638;21792638;21792638;21797327;21797327;21797327;21797327;21797327;21797867;21797867;21797867;21797867;21797867;21801862;21801862;21801862;21807359;21807359;21807359;21809269;21809269;21811767;21811767;21812211;21812211;21812551;21812551;21815431;21815431;21817923;21817923;21823788;21823788;21825090;21825090;21826040;21826040;21829800;21829800;21832027;21832027;21835418;21835418;21842041;21842041;21844620;21844620;21847937;21847937;21852225;21852225;21855659;21855659;21856155;21856155	21778786;21778786;21778786;21778786;21778786;21780252;21780252;21792980;21792980;21792980;21792980;21792980;21797467;21797467;21797467;21797467;21797467;21797977;21798428;21799893;21798428;21798428;21802031;21802031;21802031;21807902;21807547;21807547;21809438;21809438;21811976;21811976;21812416;21812416;21812620;21812620;21815559;21815559;21818011;21818011;21823919;21823919;21825125;21825125;21826195;21826195;21829977;21829977;21832242;21832242;21835626;21835626;21842223;21842223;21844839;21844839;21848035;21848035;21852379;21852379;21855762;21855762;21858360;21858327	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8520	2511	3938	1942	2960	1819	1733	2824	4662	1964	2339	1863	1902
ENSMUSG00000118021.1	chr19;chr19	21831451;21833593	21832123;21833756	-;-	837	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045104.9	chr19	21937380	21938381	+	1002	30	29	107	87	55	27	19	26	55	116	35	47
ENSMUSG00000118237.1	chr19;chr19;chr19	21941978;21946260;21950793	21942462;21946357;21950889	-;-;-	680	1	5	0	0	1	0	0	1	0	0	0	1
ENSMUSG00000118273.1	chr19;chr19	21992573;22019914	21992809;22021016	+;+	1340	0	0	1	1	0	0	0	0	0	2	0	0
ENSMUSG00000118226.1	chr19;chr19	21997331;21999545	21997693;22000152	+;+	971	0	0	0	0	0	0	1	1	0	0	0	0
